two,woman
two,are
men,two
men,and
men,a
men,woman
men,are
men,in
and,men
and,two
and,a
and,woman
and,are
and,in
and,a
a,and
a,men
a,two
a,woman
a,are
a,in
a,a
a,recording
woman,a
woman,and
woman,men
woman,two
woman,are
woman,in
woman,a
woman,recording
woman,studio
are,woman
are,a
are,and
are,men
are,two
are,in
are,a
are,recording
are,studio
in,are
in,woman
in,a
in,and
in,men
in,a
in,recording
in,studio
a,in
a,are
a,woman
a,a
a,and
a,recording
a,studio
recording,a
recording,in
recording,are
recording,woman
recording,a
recording,studio
studio,recording
studio,a
studio,in
studio,are
studio,woman
two,children
two,are
two,riding
two,on
two,the
children,two
children,are
children,riding
children,on
children,the
children,back
are,children
are,two
are,riding
are,on
are,the
are,back
are,of
riding,are
riding,children
riding,two
riding,on
riding,the
riding,back
riding,of
riding,a
on,riding
on,are
on,children
on,two
on,the
on,back
on,of
on,a
on,three
the,on
the,riding
the,are
the,children
the,two
the,back
the,of
the,a
the,three
back,the
back,on
back,riding
back,are
back,children
back,of
back,a
back,three
back,wheel
of,back
of,the
of,on
of,riding
of,are
of,a
of,three
of,wheel
of,scooter
a,of
a,back
a,the
a,on
a,riding
a,three
a,wheel
a,scooter
a,driven
three,a
three,of
three,back
three,the
three,on
three,wheel
three,scooter
three,driven
three,by
wheel,three
wheel,a
wheel,of
wheel,back
wheel,the
wheel,scooter
wheel,driven
wheel,by
wheel,a
scooter,wheel
scooter,three
scooter,a
scooter,of
scooter,back
scooter,driven
scooter,by
scooter,a
scooter,young
driven,scooter
driven,wheel
driven,three
driven,a
driven,of
driven,by
driven,a
driven,young
driven,lady
by,driven
by,scooter
by,wheel
by,three
by,a
by,a
by,young
by,lady
by,in
a,by
a,driven
a,scooter
a,wheel
a,three
a,young
a,lady
a,in
a,pink
young,a
young,by
young,driven
young,scooter
young,wheel
young,lady
young,in
young,pink
lady,young
lady,a
lady,by
lady,driven
lady,scooter
lady,in
lady,pink
in,lady
in,young
in,a
in,by
in,driven
in,pink
pink,in
pink,lady
pink,young
pink,a
pink,by
there,is
there,a
there,little
there,girl
there,in
is,there
is,a
is,little
is,girl
is,in
is,a
a,is
a,there
a,little
a,girl
a,in
a,a
a,pink
little,a
little,is
little,there
little,girl
little,in
little,a
little,pink
little,helmet
girl,little
girl,a
girl,is
girl,there
girl,in
girl,a
girl,pink
girl,helmet
girl,riding
in,girl
in,little
in,a
in,is
in,there
in,a
in,pink
in,helmet
in,riding
a,in
a,girl
a,little
a,a
a,is
a,pink
a,helmet
a,riding
a,her
pink,a
pink,in
pink,girl
pink,little
pink,a
pink,helmet
pink,riding
pink,her
pink,pink
helmet,pink
helmet,a
helmet,in
helmet,girl
helmet,little
helmet,riding
helmet,her
helmet,pink
helmet,bicycle
riding,helmet
riding,pink
riding,a
riding,in
riding,girl
riding,her
riding,pink
riding,bicycle
riding,along
her,riding
her,helmet
her,pink
her,a
her,in
her,pink
her,bicycle
her,along
her,a
pink,her
pink,riding
pink,helmet
pink,pink
pink,a
pink,bicycle
pink,along
pink,a
pink,waterway
bicycle,pink
bicycle,her
bicycle,riding
bicycle,helmet
bicycle,pink
bicycle,along
bicycle,a
bicycle,waterway
along,bicycle
along,pink
along,her
along,riding
along,helmet
along,a
along,waterway
a,along
a,bicycle
a,pink
a,her
a,riding
a,waterway
waterway,a
waterway,along
waterway,bicycle
waterway,pink
waterway,her
eight,people
eight,sitting
eight,down
eight,at
eight,a
people,eight
people,sitting
people,down
people,at
people,a
people,table
sitting,people
sitting,eight
sitting,down
sitting,at
sitting,a
sitting,table
sitting,indoors
down,sitting
down,people
down,eight
down,at
down,a
down,table
down,indoors
down,for
at,down
at,sitting
at,people
at,eight
at,a
at,table
at,indoors
at,for
at,refreshments
a,at
a,down
a,sitting
a,people
a,eight
a,table
a,indoors
a,for
a,refreshments
table,a
table,at
table,down
table,sitting
table,people
table,indoors
table,for
table,refreshments
indoors,table
indoors,a
indoors,at
indoors,down
indoors,sitting
indoors,for
indoors,refreshments
for,indoors
for,table
for,a
for,at
for,down
for,refreshments
refreshments,for
refreshments,indoors
refreshments,table
refreshments,a
refreshments,at
a,man
a,in
a,black
a,tight
a,pants
man,a
man,in
man,black
man,tight
man,pants
man,sits
in,man
in,a
in,black
in,tight
in,pants
in,sits
in,down
black,in
black,man
black,a
black,tight
black,pants
black,sits
black,down
black,leaning
tight,black
tight,in
tight,man
tight,a
tight,pants
tight,sits
tight,down
tight,leaning
tight,against
pants,tight
pants,black
pants,in
pants,man
pants,a
pants,sits
pants,down
pants,leaning
pants,against
sits,pants
sits,tight
sits,black
sits,in
sits,man
sits,down
sits,leaning
sits,against
sits,the
down,sits
down,pants
down,tight
down,black
down,in
down,leaning
down,against
down,the
down,wall
leaning,down
leaning,sits
leaning,pants
leaning,tight
leaning,black
leaning,against
leaning,the
leaning,wall
leaning,of
against,leaning
against,down
against,sits
against,pants
against,tight
against,the
against,wall
against,of
against,a
the,against
the,leaning
the,down
the,sits
the,pants
the,wall
the,of
the,a
the,white
wall,the
wall,against
wall,leaning
wall,down
wall,sits
wall,of
wall,a
wall,white
wall,building
of,wall
of,the
of,against
of,leaning
of,down
of,a
of,white
of,building
a,of
a,wall
a,the
a,against
a,leaning
a,white
a,building
white,a
white,of
white,wall
white,the
white,against
white,building
building,white
building,a
building,of
building,wall
building,the
a,young
a,lady
a,wearing
a,yellow
a,is
young,a
young,lady
young,wearing
young,yellow
young,is
young,feeding
lady,young
lady,a
lady,wearing
lady,yellow
lady,is
lady,feeding
lady,a
wearing,lady
wearing,young
wearing,a
wearing,yellow
wearing,is
wearing,feeding
wearing,a
wearing,small
yellow,wearing
yellow,lady
yellow,young
yellow,a
yellow,is
yellow,feeding
yellow,a
yellow,small
yellow,child
is,yellow
is,wearing
is,lady
is,young
is,a
is,feeding
is,a
is,small
is,child
feeding,is
feeding,yellow
feeding,wearing
feeding,lady
feeding,young
feeding,a
feeding,small
feeding,child
feeding,at
a,feeding
a,is
a,yellow
a,wearing
a,lady
a,small
a,child
a,at
a,the
small,a
small,feeding
small,is
small,yellow
small,wearing
small,child
small,at
small,the
small,table
child,small
child,a
child,feeding
child,is
child,yellow
child,at
child,the
child,table
at,child
at,small
at,a
at,feeding
at,is
at,the
at,table
the,at
the,child
the,small
the,a
the,feeding
the,table
table,the
table,at
table,child
table,small
table,a
a,white
a,dog
a,on
a,a
a,leash
white,a
white,dog
white,on
white,a
white,leash
white,is
dog,white
dog,a
dog,on
dog,a
dog,leash
dog,is
dog,wearing
on,dog
on,white
on,a
on,a
on,leash
on,is
on,wearing
on,a
a,on
a,dog
a,white
a,a
a,leash
a,is
a,wearing
a,a
a,yellow
leash,a
leash,on
leash,dog
leash,white
leash,a
leash,is
leash,wearing
leash,a
leash,yellow
is,leash
is,a
is,on
is,dog
is,white
is,wearing
is,a
is,yellow
is,jacket
wearing,is
wearing,leash
wearing,a
wearing,on
wearing,dog
wearing,a
wearing,yellow
wearing,jacket
a,wearing
a,is
a,leash
a,a
a,on
a,yellow
a,jacket
yellow,a
yellow,wearing
yellow,is
yellow,leash
yellow,a
yellow,jacket
jacket,yellow
jacket,a
jacket,wearing
jacket,is
jacket,leash
two,cheerleaders
two,are
two,sitting
two,at
two,a
cheerleaders,two
cheerleaders,are
cheerleaders,sitting
cheerleaders,at
cheerleaders,a
cheerleaders,football
are,cheerleaders
are,two
are,sitting
are,at
are,a
are,football
are,game
sitting,are
sitting,cheerleaders
sitting,two
sitting,at
sitting,a
sitting,football
sitting,game
at,sitting
at,are
at,cheerleaders
at,two
at,a
at,football
at,game
a,at
a,sitting
a,are
a,cheerleaders
a,two
a,football
a,game
football,a
football,at
football,sitting
football,are
football,cheerleaders
football,game
game,football
game,a
game,at
game,sitting
game,are
these,two
these,people
these,are
these,using
these,the
two,these
two,people
two,are
two,using
two,the
two,oars
people,two
people,these
people,are
people,using
people,the
people,oars
people,to
are,people
are,two
are,these
are,using
are,the
are,oars
are,to
are,navigate
using,are
using,people
using,two
using,these
using,the
using,oars
using,to
using,navigate
using,in
the,using
the,are
the,people
the,two
the,these
the,oars
the,to
the,navigate
the,in
oars,the
oars,using
oars,are
oars,people
oars,two
oars,to
oars,navigate
oars,in
oars,the
to,oars
to,the
to,using
to,are
to,people
to,navigate
to,in
to,the
to,ocean
navigate,to
navigate,oars
navigate,the
navigate,using
navigate,are
navigate,in
navigate,the
navigate,ocean
in,navigate
in,to
in,oars
in,the
in,using
in,the
in,ocean
the,in
the,navigate
the,to
the,oars
the,the
the,ocean
ocean,the
ocean,in
ocean,navigate
ocean,to
ocean,oars
a,man
a,is
a,holding
a,his
a,shirt
man,a
man,is
man,holding
man,his
man,shirt
man,into
is,man
is,a
is,holding
is,his
is,shirt
is,into
is,a
holding,is
holding,man
holding,a
holding,his
holding,shirt
holding,into
holding,a
holding,fountain
his,holding
his,is
his,man
his,a
his,shirt
his,into
his,a
his,fountain
his,in
shirt,his
shirt,holding
shirt,is
shirt,man
shirt,a
shirt,into
shirt,a
shirt,fountain
shirt,in
into,shirt
into,his
into,holding
into,is
into,man
into,a
into,fountain
into,in
into,a
a,into
a,shirt
a,his
a,holding
a,is
a,fountain
a,in
a,a
a,park
fountain,a
fountain,into
fountain,shirt
fountain,his
fountain,holding
fountain,in
fountain,a
fountain,park
in,fountain
in,a
in,into
in,shirt
in,his
in,a
in,park
a,in
a,fountain
a,a
a,into
a,shirt
a,park
park,a
park,in
park,fountain
park,a
park,into
boy,of
boy,age
boy,approximately
boy,years
boy,old
of,boy
of,age
of,approximately
of,years
of,old
of,lunging
age,of
age,boy
age,approximately
age,years
age,old
age,lunging
age,into
approximately,age
approximately,of
approximately,boy
approximately,years
approximately,old
approximately,lunging
approximately,into
approximately,pristine
years,approximately
years,age
years,of
years,boy
years,old
years,lunging
years,into
years,pristine
years,pool
old,years
old,approximately
old,age
old,of
old,boy
old,lunging
old,into
old,pristine
old,pool
lunging,old
lunging,years
lunging,approximately
lunging,age
lunging,of
lunging,into
lunging,pristine
lunging,pool
lunging,on
into,lunging
into,old
into,years
into,approximately
into,age
into,pristine
into,pool
into,on
into,hot
pristine,into
pristine,lunging
pristine,old
pristine,years
pristine,approximately
pristine,pool
pristine,on
pristine,hot
pristine,summer
pool,pristine
pool,into
pool,lunging
pool,old
pool,years
pool,on
pool,hot
pool,summer
pool,day
on,pool
on,pristine
on,into
on,lunging
on,old
on,hot
on,summer
on,day
hot,on
hot,pool
hot,pristine
hot,into
hot,lunging
hot,summer
hot,day
summer,hot
summer,on
summer,pool
summer,pristine
summer,into
summer,day
day,summer
day,hot
day,on
day,pool
day,pristine
a,young
a,girl
a,suspended
a,by
a,rope
young,a
young,girl
young,suspended
young,by
young,rope
young,next
girl,young
girl,a
girl,suspended
girl,by
girl,rope
girl,next
girl,to
suspended,girl
suspended,young
suspended,a
suspended,by
suspended,rope
suspended,next
suspended,to
suspended,a
by,suspended
by,girl
by,young
by,a
by,rope
by,next
by,to
by,a
by,mesh
rope,by
rope,suspended
rope,girl
rope,young
rope,a
rope,next
rope,to
rope,a
rope,mesh
next,rope
next,by
next,suspended
next,girl
next,young
next,to
next,a
next,mesh
to,next
to,rope
to,by
to,suspended
to,girl
to,a
to,mesh
a,to
a,next
a,rope
a,by
a,suspended
a,mesh
mesh,a
mesh,to
mesh,next
mesh,rope
mesh,by
the,gondola
the,is
the,poling
the,his
the,boat
gondola,the
gondola,is
gondola,poling
gondola,his
gondola,boat
gondola,in
is,gondola
is,the
is,poling
is,his
is,boat
is,in
is,the
poling,is
poling,gondola
poling,the
poling,his
poling,boat
poling,in
poling,the
poling,canal
his,poling
his,is
his,gondola
his,the
his,boat
his,in
his,the
his,canal
boat,his
boat,poling
boat,is
boat,gondola
boat,the
boat,in
boat,the
boat,canal
in,boat
in,his
in,poling
in,is
in,gondola
in,the
in,canal
the,in
the,boat
the,his
the,poling
the,is
the,canal
canal,the
canal,in
canal,boat
canal,his
canal,poling
two,guys
two,on
two,in
two,a
two,maroon
guys,two
guys,on
guys,in
guys,a
guys,maroon
guys,sweater
on,guys
on,two
on,in
on,a
on,maroon
on,sweater
on,the
in,on
in,guys
in,two
in,a
in,maroon
in,sweater
in,the
in,other
a,in
a,on
a,guys
a,two
a,maroon
a,sweater
a,the
a,other
a,in
maroon,a
maroon,in
maroon,on
maroon,guys
maroon,two
maroon,sweater
maroon,the
maroon,other
maroon,in
sweater,maroon
sweater,a
sweater,in
sweater,on
sweater,guys
sweater,the
sweater,other
sweater,in
sweater,a
the,sweater
the,maroon
the,a
the,in
the,on
the,other
the,in
the,a
the,light
other,the
other,sweater
other,maroon
other,a
other,in
other,in
other,a
other,light
other,blue
in,other
in,the
in,sweater
in,maroon
in,a
in,a
in,light
in,blue
in,are
a,in
a,other
a,the
a,sweater
a,maroon
a,light
a,blue
a,are
a,shirt
light,a
light,in
light,other
light,the
light,sweater
light,blue
light,are
light,shirt
light,sitting
blue,light
blue,a
blue,in
blue,other
blue,the
blue,are
blue,shirt
blue,sitting
blue,around
are,blue
are,light
are,a
are,in
are,other
are,shirt
are,sitting
are,around
are,playing
shirt,are
shirt,blue
shirt,light
shirt,a
shirt,in
shirt,sitting
shirt,around
shirt,playing
shirt,video
sitting,shirt
sitting,are
sitting,blue
sitting,light
sitting,a
sitting,around
sitting,playing
sitting,video
sitting,games
around,sitting
around,shirt
around,are
around,blue
around,light
around,playing
around,video
around,games
playing,around
playing,sitting
playing,shirt
playing,are
playing,blue
playing,video
playing,games
video,playing
video,around
video,sitting
video,shirt
video,are
video,games
games,video
games,playing
games,around
games,sitting
games,shirt
a,young
a,boy
a,outside
a,by
a,the
young,a
young,boy
young,outside
young,by
young,the
young,pool
boy,young
boy,a
boy,outside
boy,by
boy,the
boy,pool
boy,smiling
outside,boy
outside,young
outside,a
outside,by
outside,the
outside,pool
outside,smiling
by,outside
by,boy
by,young
by,a
by,the
by,pool
by,smiling
the,by
the,outside
the,boy
the,young
the,a
the,pool
the,smiling
pool,the
pool,by
pool,outside
pool,boy
pool,young
pool,smiling
smiling,pool
smiling,the
smiling,by
smiling,outside
smiling,boy
an,african
an,american
an,singer
an,performs
an,on
african,an
african,american
african,singer
african,performs
african,on
african,stage
american,african
american,an
american,singer
american,performs
american,on
american,stage
american,with
singer,american
singer,african
singer,an
singer,performs
singer,on
singer,stage
singer,with
singer,a
performs,singer
performs,american
performs,african
performs,an
performs,on
performs,stage
performs,with
performs,a
performs,piano
on,performs
on,singer
on,american
on,african
on,an
on,stage
on,with
on,a
on,piano
stage,on
stage,performs
stage,singer
stage,american
stage,african
stage,with
stage,a
stage,piano
stage,and
with,stage
with,on
with,performs
with,singer
with,american
with,a
with,piano
with,and
with,several
a,with
a,stage
a,on
a,performs
a,singer
a,piano
a,and
a,several
a,microphones
piano,a
piano,with
piano,stage
piano,on
piano,performs
piano,and
piano,several
piano,microphones
piano,in
and,piano
and,a
and,with
and,stage
and,on
and,several
and,microphones
and,in
and,the
several,and
several,piano
several,a
several,with
several,stage
several,microphones
several,in
several,the
several,background
microphones,several
microphones,and
microphones,piano
microphones,a
microphones,with
microphones,in
microphones,the
microphones,background
in,microphones
in,several
in,and
in,piano
in,a
in,the
in,background
the,in
the,microphones
the,several
the,and
the,piano
the,background
background,the
background,in
background,microphones
background,several
background,and
a,group
a,of
a,construction
a,workers
a,are
group,a
group,of
group,construction
group,workers
group,are
group,walking
of,group
of,a
of,construction
of,workers
of,are
of,walking
construction,of
construction,group
construction,a
construction,workers
construction,are
construction,walking
workers,construction
workers,of
workers,group
workers,a
workers,are
workers,walking
are,workers
are,construction
are,of
are,group
are,a
are,walking
walking,are
walking,workers
walking,construction
walking,of
walking,group
a,man
a,wearing
a,yellow
a,smiles
a,to
man,a
man,wearing
man,yellow
man,smiles
man,to
man,the
wearing,man
wearing,a
wearing,yellow
wearing,smiles
wearing,to
wearing,the
wearing,camera
yellow,wearing
yellow,man
yellow,a
yellow,smiles
yellow,to
yellow,the
yellow,camera
yellow,as
smiles,yellow
smiles,wearing
smiles,man
smiles,a
smiles,to
smiles,the
smiles,camera
smiles,as
smiles,he
to,smiles
to,yellow
to,wearing
to,man
to,a
to,the
to,camera
to,as
to,he
the,to
the,smiles
the,yellow
the,wearing
the,man
the,camera
the,as
the,he
the,poses
camera,the
camera,to
camera,smiles
camera,yellow
camera,wearing
camera,as
camera,he
camera,poses
camera,with
as,camera
as,the
as,to
as,smiles
as,yellow
as,he
as,poses
as,with
as,a
he,as
he,camera
he,the
he,to
he,smiles
he,poses
he,with
he,a
he,turkey
poses,he
poses,as
poses,camera
poses,the
poses,to
poses,with
poses,a
poses,turkey
poses,coming
with,poses
with,he
with,as
with,camera
with,the
with,a
with,turkey
with,coming
with,out
a,with
a,poses
a,he
a,as
a,camera
a,turkey
a,coming
a,out
a,of
turkey,a
turkey,with
turkey,poses
turkey,he
turkey,as
turkey,coming
turkey,out
turkey,of
turkey,the
coming,turkey
coming,a
coming,with
coming,poses
coming,he
coming,out
coming,of
coming,the
coming,oven
out,coming
out,turkey
out,a
out,with
out,poses
out,of
out,the
out,oven
of,out
of,coming
of,turkey
of,a
of,with
of,the
of,oven
the,of
the,out
the,coming
the,turkey
the,a
the,oven
oven,the
oven,of
oven,out
oven,coming
oven,turkey
there,are
there,a
there,lot
there,of
there,people
are,there
are,a
are,lot
are,of
are,people
are,on
a,are
a,there
a,lot
a,of
a,people
a,on
a,the
lot,a
lot,are
lot,there
lot,of
lot,people
lot,on
lot,the
lot,roller
of,lot
of,a
of,are
of,there
of,people
of,on
of,the
of,roller
of,coaster
people,of
people,lot
people,a
people,are
people,there
people,on
people,the
people,roller
people,coaster
on,people
on,of
on,lot
on,a
on,are
on,the
on,roller
on,coaster
the,on
the,people
the,of
the,lot
the,a
the,roller
the,coaster
roller,the
roller,on
roller,people
roller,of
roller,lot
